document,summary,id
"The whistle-blowing website says it has obtained more than 250,000 cables passed between the US State Department and hundreds of American diplomatic outposts - but it has so far only published a small sample of those messages.
However, the entire archive of the reports from US diplomats out in the field has been made available to five publications - the New York Times, the Guardian in the UK, France's Leâ€‰Monde, El PaÃ­s in Spain and Germany's Der Spiegel.
It is the third mass Wikileaks release of classified documents since the publication of 77,000 secret US files on the Afghan conflict in July, and 400,000 documents about the Iraq war in October.
Suspicion has again fallen on US Army private Bradley Manning, an intelligence analyst arrested in Iraq in June and charged over an earlier leak.
In July the US Department of State revealed he had access to the Secret Internet Protocol Router Network (Siprnet) - a system which allows government and diplomatic information to be shared.
Wikileaks says the material it has obtained will be released in stages over the next few months because, ""the subject matter of these cables is of such importance, and the geographical spread so broad, that to do otherwise would not do this material justice"".
The full batch consists of 251,287 documents, comprising 261,276,536 words - which the website says is seven times the size of its Iraq documents release.
The cables cover messages sent between 1966 and 2010 and originate from 274 US embassies, consulates and diplomatic missions, the website says.
The New York Times, in a note to readers on its website, says the group of five US and European papers that gained access to the diplomatic material have been trawling through it for several weeks and agreed to begin publication of articles based on the cables on Sunday.
Defending the release of the documents, the paper argues they ""serve an important public interest, illuminating the goals, successes, compromises and frustrations of American diplomacy in a way that other accounts cannot match"".
White House 'consulted'
About 11,000 of the cables are marked ""secret"", the paper says, with another 9,000 carrying the label ""noforn"" - meaning they should not to be shared with other countries - and 4,000 marked ""secret/noforn"". The rest are said to be ""confidential"" or unclassified.
But the Times also reveals it has excluded information that it believes would endanger informants or national security. It has also consulted the Obama administration over some of the content, it says.
About 100 cables - some edited, some in full - will be published on its website, the paper adds.
In the UK, the Guardian also says it does not intend to ""dump"" the entire database into the public domain or to publish names that would endanger the safety of individuals.
""The news organisations have redacted some of the cables in order to protect a number of named sources and so as not to disclose certain details of current special operations,"" the paper says in a note from editors. ""We have shared our redactions with Wikileaks.""
The Guardian, which says it was given the contents of the leaked cables on a memory stick, also explains it will not be reporting on certain cables at all ""owing to the nature of sourcing or subject matter"".
""Our domestic libel laws impose a special burden on British publishers,"" it adds.",The latest batch of documents to be released by Wikileaks is made up of diplomatic messages sent from US embassies around the world.,11862320
"Federer, who was bidding for a ninth Halle singles title and his fourth in a row, lost 7-6 (7-4) 5-7 6-3.
Zverev, 19, claimed the biggest win of his career, becoming the first teenager to beat Federer since 2006.
The Swiss will begin his bid for an eighth Wimbledon singles title later this month.
Federer, 34, had previously won 15 straight sets at Halle but Zverev, standing 6ft 6in and ranked 38th in the world, dropped just four points on serve in the opener and won it 7-4 in a tie-break.
The 17-time Grand Slam winner hit back, claiming the first break of the match at 5-5 and serving out the second set.
But Zverev - born in Hamburg to Russian parents - broke in the sixth game of the decider and held on to win in just over two hours, becoming the first teenager to beat Federer since Andy Murray, then aged 19, in Cincinnati in 2006.
""It's a grass-court match - if you miss the chances you pay the price,"" said Federer. ""It worked well for him. I missed too many chances. At the end he was just a little bit better.""
Federer said he had work to do before the start of Wimbledon on 27 June after his second loss on grass this month.
He was also beaten by Dominic Thiem in the semi-finals of the Mercedes Cup in Stuttgart last week.
""There are little things that have to fall into place then I will play better and feel better,"" added Federer. ""I hope that happens sooner rather than later.
""I have to see how I feel at the beginning of Wimbledon. I know the dangers of the early rounds of any Grand Slam.
""I now know what I need to work on in the next 10 days. Clearly I need some rest. It has been intense and busy and that is exactly what I have needed, and at least I have a clear picture if where my game is at and what I need to do.""","Roger Federer suffered a shock defeat by German teenager Alexander Zverev in the semi-final of the Gerry Weber Open in Halle, Germany.",36567218
"Mumtaz Qadri killed Salman Taseer in Islamabad in 2011, in a murder that shocked the country.
Qadri was hailed as a hero by some Islamist groups, and thousands of hard-line activists protested to show their support for him at the time.
After news of his execution, crowds again took to the streets in protest.
Security forces have been put on high alert and a heavy police presence, including riot police, are in place in the area around Qadri's home in Islamabad, AFP news agency reports.
His funeral will be held on Tuesday at Liaquat Bagh park in nearby Rawalpindi, where large numbers of mourners are expected.
Prison officials said Qadri was executed at 04:30 local time (23:30 GMT) at Adiala jail in Rawalpindi, near the capital, Islamabad.
What are Pakistan's blasphemy laws?
Qadri, who had trained as an elite police commando and was assigned to Taseer as his bodyguard, shot the politician at an Islamabad market in January 2011. He was sentenced to death later that year.
He claimed it was his religious duty to kill the minister, who was an outspoken critic of Pakistan's harsh blasphemy laws and supported liberal reforms.
Analysis: M Ilyas Khan, BBC News, Islamabad
Mumtaz Qadri's hanging has come as a surprise to many who thought such a move could spark a severe backlash from the religious lobby.
The hanging comes amid two recent developments that have already incensed religious groups.
In January, the Punjab government banned preaching in educational institutions by Tablighi Jamaat, a proselytising and revivalist movement. And earlier this month it enacted a law that provides for a helpline for women to report abuses by their husbands and others.
Amid this atmosphere, the move to hang Qadri indicates a growing confidence of the government in taming the street power of religious groups, which the military has long been accused of using to control politicians at home and fight its proxy wars abroad.
One reason may be the fact that most hard-line groups adhere to the Deobandi school and would be loath to lionise Qadri, an adherent of the rival Barelvi sect. But a more important reason seems to be the military's new-found willingness to curb militant groups that have a domestic agenda.
Pakistan has seen Islamist groups grow in influence in recent years and several high profile blasphemy cases.
Qadri was lauded by religious conservatives, and in his first court appearance was showered with rose petals by supporters. He never expressed any regret for the killing. His brother appeared to reassert that when he told the AFP news agency about his final meeting with Qadri.
""I have no regrets,"" Malik Abid told AFP. ""We started crying, but he hugged us and chanted 'God is great,'"" he added.
In May, just months after Taseer was gunned down, Pakistan's Minorities Minister Shahbaz Bhatti, the cabinet's only Christian, was shot dead by gunmen who ambushed his car.
That August, Salman Taseer's son, Shahbaz Taseer, was abducted in Lahore. His whereabouts are still unclear.
Blasphemy is an extremely sensitive issue in Pakistan and critics argue that blasphemy laws are often misused to settle personal scores and unfairly target minorities.
Read more: Death of a liberal","Pakistan has hanged the former police bodyguard who shot dead Punjab's governor over his opposition to blasphemy laws, officials say.",35684452
"Former West Bromwich Albion, Notts County and England striker Astle died in 2002, aged 59, from a brain condition normally linked to boxing.
Head of performance services Dave Reddin said the FA had previously been slow to act in head-injury research.
The Premier League brought in new regulations for its clubs in August.
But grassroots football has had less guidance from the FA.
Reddin said: ""I've just reconstituted an expert panel who are going to advise us on the likely research that can take place and also help us review and update our concussion guidelines.
""We're still making sure that the grassroots guidelines are not just correct but also practical to implement at that level.
""We could have been faster but I think what's important is that we get it right before they go out.""
Alex Roome, a youth coach at East Midlands Counties Football League club Ashby Ivanhoe, told Inside Out East Midlands he had to find out himself what to do when he had a concussion.
""I had concussion as a player once so obviously I'm aware of it but as regards to guidance from the FA or anything like that, no,"" he said. ""No-one is actually explaining it to you.
""I've headed the ball before and I can't imagine it's very dissimilar to being hit by a boxing glove so why should football be any different?""
A coroner ruled Astle suffered repeated concussions after heading heavy leather footballs during his career.
The FA agreed to carry out research into head injuries in football after chairman Greg Dyke met the family of Astle, following a long-running campaign.
Astle's daughter Dawn said football should look after its past.
""We felt that football didn't care, that he died as a result of being a footballer,"" she said.
""The coroner ruled industrial disease, dad's job had killed him and in any other profession that would have had earthquake-like repercussions, but not football.
""It was like [the FA] were trying to wriggle out of it and that's wrong.""
Watch more about the life of Jeff Astle and his family's campaign on Inside Out East Midlands on Monday, 23 February at 19:30 GMT and nationwide on the iPlayer for seven days thereafter.","The Football Association hopes to have new rules on dealing with head injuries in amateur football by March, after a campaign by Jeff Astle's family.",31549299
"The head of the Sinaloa cartel was extradited from Mexico on Thursday.
US prosecutors want an order to seize $14bn (Â£11.3bn) of his assets.
In 2015, Mr Guzman famously escaped from a high-security prison through a tunnel - while being recorded on CCTV. He had fought against extradition since his recapture in early 2016.
Federal authorities have sought Mr Guzman for more than 20 years. He faces 17 charges including drug trafficking, illegal firearms use, money laundering, and smuggling cash across the border.
Ahead of his first appearance in a New York court, prosecutors revealed that they would seek the civil forfeiture of Mr Guzman's assets to the amount of $14bn - an indication of the extent of his empire.
""He's a man known for no other life than a life of crime, violence, death and destruction. And now he'll have to answer to that. That's who Chapo Guzman is,"" said US attorney Robert Capers.
If convicted, Mr Guzman faces a mandatory life sentence.
Mr Capers also revealed that prosecutors were not aware the extradition was happening in advance.
""Guzman's story is not one of a do-gooder or a Robin Hood or even one of a famous escape artist who miraculously escaped from Mexican prisons on multiple occasions,"" he said.
""Guzman's destructive and murderous rise as an international narcotics trafficker is akin to that of a small cancerous tumour that metastasized and grew into a full blown scourge.""
His ability to evade capture made Mr Guzman stand out from other drug gang leaders.
His first high profile escape was in 2001 when it was reported - despite some doubts - that he had escaped from a maximum security prison by hiding in a laundry basket.
He was recaptured thirteen years later. But in 2015, he walked out of his cell through a cleanly-dug tunnel, while under video surveillance.
Mexican President Enrique Pena Nieto had initially resisted extraditing the cartel leader to the US, insisting that he should face justice at home.
But after Mr Guzman was recaptured in January 2016, Pena Nieto changed his mind on extradition and ordered officials to speed up the process.
He was extradited suddenly on Thursday, arriving in New York on a flight from Ciudad Juarez.","Mexican drug lord Joaquin ""El Chapo"" Guzman has pleaded not guilty in the US to charges that he ran the world's largest drug-trafficking operation.",38696925
"Paris St-Germain have reportedly met the Brazilian's 222m euro (£199m) release clause.
""From the conversations that I had with him, it's just my intuition that he'll stay - other than that obviously I hope that he stays,"" said Pique.
Neymar scored twice in Barcelona's 2-1 friendly win over Juventus on Saturday.
After the win, Barca coach Ernesto Valverde reiterated his desire to keep Neymar at the club.
Pique then posted a picture of him and Neymar on Twitter, with the caption 'Se queda' ('He stays'), but has since downplayed the post.
""We were in a relaxed atmosphere with other team-mates when we took that photo, and that's how that went. But in no way was that anything official.
""Firstly it's really not my business, and the person who has to decide that is Neymar.""
Barcelona midfielder Javier Mascherano added that it is the ""desire of the entire team"" that Neymar remains at the Nou Camp.
""He's a hugely important player for us, more than just his quality as a soccer player, he has huge value, his personal qualities within the group,"" Mascherano said.
Meanwhile, Real Madrid defender Casemiro has responded to the idea of Neymar joining Barca's rivals.
""Of course here [at Real Madrid] he would be important, but he is at Barcelona and we can't forget that,"" he said.
Neymar joined Barcelona from Santos in 2013 and signed a new five-year contract until 2021 in October.","Barcelona forward Neymar will stay at the club - or at least that is the ""intuition"" of his team-mate Gerard Pique.",40725405
"The star will start in Belfast next February and visit Dublin, Manchester, London, Glasgow and Birmingham before moving on to mainland Europe.
Tickets for the UK dates go on sale to members of her website on 1 December before going on general sale on 4 December.
Her third album 25 has sold 737,000 copies in the UK in just six days.
It has also sold almost three million in the US since its release on Friday.
In interviews, the singer has suggested she may not tour, blaming stage fright, her chequered vocal health, motherhood, and saying she finds touring lonely.
""There is something quite lonely about going on stage in front of loads of people and then everyone going home,"" she told BBC Radio 1's Nick Grimshaw.
""It sounds really silly. I'm sure they would hang out with me, if I invited them back to my hotel, but I feel quite on my own a lot on tour.""
But in a short video posted to accompany the tour announcement, she said: ""I have been bluffing this whole time and I'm so relieved to tell you I am of course coming on tour.""
Her last tour, in 2011, ended prematurely due to the discovery of a haemorrhage on her vocal cord, which required surgery.
With huge demand likely for her gig tickets this time, her tour website carries a request that purchasers do not sell tickets on for a profit.
Reselling tickets at inflated prices is common for sold-out gigs and is not illegal. But it often causes consternation among genuine fans and the site says: ""The resale of tickets will not be tolerated.""
The tour announcement came after 25 set a new record for the most albums sold in a UK chart week, overtaking the previous record of 696,000 set by Oasis's Be Here Now in 1997.
However the Oasis album only went on sale three days before the end of the chart week, whereas Adele has notched up her total in six days.
Sales of Adele's third album far outstrip those of any other release in recent years. No other artist has even sold 100,000 copies in a single week this year.
One Direction came closest when their LP Made in the AM sold 93,000 last month - including more than 7,000 from streaming data, which Adele does not have because 25 is not available on streaming services.
Last year, Ed Sheeran's X sold 182,000 in its first week, Coldplay's Ghost Stories sold 168,000 and Sam Smith's In The Lonely Hour shifted 101,000.",Adele is to embark on a UK and European arena tour next year - her first tour for five years.,34934518
"The Chiefs, who host third-placed Wasps in the last four, also denied Quins a place in the top six following wins for Northampton Saints and Sale Sharks.
Exeter, who had been 17-10 up at half-time, ran riot in the second half as the Harlequins defence fell apart.
Henry Slade starred at centre, while wing Jack Nowell scored a hat-trick.
Dave Ewers, Phil Dollman, Will Chudley and Julian Salvi also crossed for the Chiefs, while James Short's brace and Slade's well-deserved score capped an emphatic display of attacking rugby at The Stoop.
For all of Exeter's style and panache, the second-half collapse of Quins will greatly concern director of rugby Conor O'Shea ahead of their European Challenge Cup final against Montpellier next Friday.
O'Shea, who was leading the team at The Stoop for the last time before becoming head coach of Italy, now has just six days to pick his players up for his swansong in Lyon.
The one saving grace for Harlequins is that, if they are able to lift the Challenge Cup next week, they will still secure a spot in next season's Champions Cup.
Danny Care's try on the stroke of half-time had kept the hosts in contention against Exeter, but the Chiefs were too strong after the break, despite further scores from Kyle Sinckler and Winston Stanley.
Exeter, who had never finished higher than fifth before this season, are now two wins away from lifting their first top-flight title.
Centre Slade and wing Nowell are likely to hold the key if they are to get past Wasps and reach the final at Twickenham, with both also looking strong contenders to start for England during the summer tour of Australia.
The fine form of Slade, whose brilliant offload to Short and arrowed pass for Nowell set up Exeter's first two tries, will be particularly pleasing for national coach Eddie Jones, after the 23-year-old was forced to miss much of this season with a broken leg.
Harlequins director of rugby Conor O'Shea:
""In my first full season here we finished seventh and won the Challenge Cup, so hopefully we can bookmark and finish seventh and win the Challenge Cup. But between now and next Friday no one will give us a chance.
""It's gut-wrenching to see a team play so far below what they have and they can. That's the hard part.
""We have a good group of players, I know my image of this group isn't what happened out there but it's the image we have to carry with us into the summer, unless we can show the steel of sports people.""
Exeter Chiefs head coach Rob Baxter:
""If a semi-final at home at Sandy Park doesn't bring our best game of the season out of us then we probably don't deserve to be there.
""That's very much what I'll say to the players - let's be prepared to play the best game we've played because the occasion deserves it. We go there looking on good form both try scoring and defensively.""
Harlequins: Brown; Yarde, Stanley, Roberts, Chisholm; Evans, Care (capt); Lambert, Ward, Collier, Merrick, Matthews, Robshaw, Clifford, Easter.
Replacements: Buchanan, Evans, Sinckler, Twomey, Luamanu, Dickson, Botica, Marchant.
Exeter Chiefs: Dollman; Nowell, Slade, Hill, Short; Steenson, Chudley; Hepburn, Yeandle (capt), Williams, Lees, Welch, Ewers, Salvi, Waldrom.
Replacements: Cowan-Dickie, Moon, Rimmer, Parling, Horstmann, Lewis, Whitten, Woodburn.",Exeter ran in 10 tries to inflict a humiliating defeat on Harlequins and secure a home semi-final in their maiden Premiership play-off campaign.,36196628
"Gestede, 26, and 22-year-old Frenchman Veretout have both signed five-year deals for undisclosed fees.
Benin international Gestede scored 22 goals for Blackburn last season, including 20 in the Championship.
He becomes manager Tim Sherwood's ninth summer signing, while Veretout - who made 146 appearance for the French side - is the fourth recruit from Ligue 1.
Jordan Amavi of Nice, Idrissa Gueye from Lille and Lorient's Jordan Ayew have all joined from the French top flight, alongside deals for Micah Richards,Scott Sinclair,Mark Bunn and Jose Crespo.
Gestede started his career in France at Metz, before joining Cardiff, where he scored just nine goals in 63 games. He went on to join Championship side Rovers, netting 34 goals in the last two seasons.
""I've known about Rudy since he was at Cardiff and he is a player I've always admired,"" said Sherwood.
""His goalscoring ratio last season was fantastic and he is someone who certainly knows how to find the back of the net.""
France youth international Veretout has represented his country at Under-18 to Under-21 levels, including winning the Under-20 World Cup in 2013.
""I know Veretout is very highly rated over in France,"" added Sherwood, ""so we are delighted to get this deal over the line.""
Find all the latest football transfers on our dedicated page.",Aston Villa have signed Blackburn Rovers striker Rudy Gestede and Nantes midfielder Jordan Veretout.,33739552
"Police Scotland said the seizure was made at an address in the Kittybrewster area on Wednesday.
A 45-year-old man from the London area has been charged.
He is expected to appear at Aberdeen Sheriff Court on Thursday.","Crack cocaine with an estimated street value of more than £40,000 has been recovered in Aberdeen.",37236350
"Attracting long-haul destinations has been one of the aims of the airport as part of its growth strategy.
It already has flights to Orlando in Florida and now Qatar Airlines will fly to Doha, Qatar's capital, from 2018.
More than 1.3 million people used the airport in the Vale of Glamorgan in 2016 - a 16% growth in passenger numbers.
Deb Barber, chief executive of Cardiff Airport, said: ""It is fantastic that we will now be able to offer our customers more choice of travel with a world-class airline providing easy connections to destinations across the world.""
Via its hub at Hamad International Airport, Qatar Airways connects to destinations including Australia, Thailand and China.
Ms Barber added: ""It has been a long journey to get to this stage, with discussions spanning a number of years.
""Over the coming months we will work with the team at Qatar Airways to confirm the details of the service and look forward to the flights being on sale in the near future.""
Cardiff Airport already operates flights to 50 destinations, adding Rome last month, with plans to add Madrid and a new service to Guernsey.
Analysis from Sarah Dickins, BBC Wales economics correspondent
The new direct route from Cardiff to Doha is a reminder not just that the economy of Qatar is growing significantly but also that trade between Wales, the Arab world and beyond is increasing.
Figures released this month show that in 2016 exports from Wales to Qatar amounted to £26m. They are expected to grow further as Welsh businesses attempt to find new markets outside the European Union.
But Doha airport already attracts much more business than just from those visiting Qatar.
The state airline is a growing hub for the region and further east. Welsh exports to that wider area are significant. In 2016, businesses sold goods and services worth £281m to the Middle East and North Africa and worth more than £1bn to Asia and Oceania.
It is not just about business. Tourism to Doha itself is rising - it grew by 11.5% between 2010 and 2015 and will be under the spotlight as it prepares to host the Fifa World Cup in 2022.
Cardiff Airport was bought by the Welsh Government in 2013 for £52m following a slump in passenger numbers.
But it has ambitious targets of reaching three million passengers a year and a replacement terminal in the long term.
Roger Lewis, Cardiff Airport chairman, called the Qatar Airlines tie-up a ""game changing announcement"" for the airport and for Wales.
""The benefits of this relationship will be transformational for both businesses and passengers across the south west of England and for Wales,"" he added.
First Minister Carwyn Jones, who will be in Qatar next weekend to discuss potential investment opportunities, added:  ""This new route, and the relationship between Cardiff Airport and Qatar Airways, will open-up Wales' links with the rest of the world and deliver new economic, leisure and travel opportunities for Welsh businesses and the people of Wales.""
Welsh Secretary Alun Cairns, who recently met senior managers at Qatar Airways to make the case for a service from Wales, added: ""This new route will send a positive message about an outward looking Wales developing international trade and tourism links to the rest of the world.""
Qatar Airlines' flights to Cardiff are among 12 new destinations for the airline, including San Francisco, Kiev and Lisbon, which were announced at a travel show in Dubai.",Long-haul flights from Cardiff Airport to the Middle East have been announced by Qatar Airways.,39693531
"Some of the Cradley Heath felines died after being poisoned with anti-freeze and a local charity has said such abuse ""is on the increase"".
Residents have reported the issue to police and have now clubbed together to hire a pet detective.
Many owners said they will not allow their pets outside.
Kate Antill said she has lost seven cats - three were poisoned and four are ""missing, presumed dead"".
""It's very upsetting for my children, who don't understand why people would hurt their cats. It just means we won't be having any more cats in the household.
""The police did help in the beginning, but obviously it isn't a priority for them,"" Ms Antill said.
Angela Gelencser from the charity Wild Acre Rescue, which re-homes cats, said she believed some people become annoyed about cats going into their gardens so deliberately leave anti-freeze out for them to drink.","Pet owners in a West Midlands town have said they believe ""a cat-killer is in their midst"" after 20 died or disappeared in the past 18 months.",35266767
"The clinicians say there are plans to centralise trauma care in Edinburgh and Glasgow.
They argue this would downgrade Aberdeen and jeopardise patient care.
However, the Scottish government insisted all options were still on the table.
Two years ago, plans were unveiled to create four 'major trauma centres' which would provide specialist care to people with the most serious injuries, such as car crash victims.
The Scottish government had said those centres would be based in Aberdeen, Edinburgh, Dundee and Glasgow.
However, in a letter, 57 clinicians involved in trauma care in Aberdeen said that only two trauma centres were now being proposed - Edinburgh and Glasgow.
A decision on which hospitals would achieve the status of a major trauma centre is due shortly after the election.
Health Secretary Shona Robison said: ""These claims are simply not true. No final decisions about the number of trauma centres have been made.
""All options remain on the table and I am today writing to the National Planning Forum to give reassurances to clinicians on this.
""Clinicians and planners from across Scotland, including Aberdeen, are currently working closely together on what Scotland's major trauma network should look like so we can provide the best model for the people of Scotland.
""I hope everyone can get behind this important work, so we can make sure we have the best possible solution.""
She explained: ""We estimate that an additional 40 lives a year can be saved, with many thousands benefiting, from the enhanced care that a major trauma network offers.
""However, in order to achieve this, it is extremely important we get the model of care right, in particular taking into account the geography of Scotland and the more remote and rural areas.
""I can absolutely guarantee that clinicians from all four proposed major trauma sites have been involved in this work from the outset - and will continue to be absolutely central to informing  the decisions we take.""
Labour MSP Lewis Macdonald said that meetings were held with staff last week in which it was clear that only sites in Glasgow and Edinburgh were being considered, despite the fact Aberdeen Royal Infirmary had more facilities on a single site than Edinburgh.
Lib Dem MSP Alison McInnes said the SNP must ""come clean"" on its plans as the electorate deserved to know what they were voting for ahead of the May election.
Scottish Conservative health spokesman Jackson Carlaw said: ""Things have to become pretty serious for 50 respected clinicians to break their silence and alert the public of their considerable alarm over this potential outcome for the North East.
""It's not good enough to have a national trauma plan which only services the central belt and for this to be the only proposal on offer.""
An NHS Grampian spokesperson said: ""We fully recognise and understand the strength of feeling about Aberdeen Royal Infirmary being a Major Trauma Centre (MTC) in a north of Scotland network.
""NHS Grampian's position has been quite clear.  Over the last 18 months we have been preparing to be a MTC with the full support of the board.
""Our clinicians and managers are participating fully in the work of the National Planning Forum. We look forward to the outcome of the National Planning Forum's review.""",More than 50 doctors in Aberdeen have expressed concern at plans which they claim would see people with the most serious injuries transferred to Edinburgh or Glasgow.,35882183
"Panic founder Steven Frank admitted in a blog post that it happened after he downloaded an infected copy of the video encoding tool Handbrake.
He said there was no sign that any customer data was accessed and that Panic's web server was not affected.
Users have been warned to download Panic's apps only from its website or the Apple App Store.
Panic is the creator of web editing and file transfer apps Coda and Transmit, and the video game Firewatch.
On 2 May Handbrake was hacked, with the Mac version of the app on one of the site's download servers replaced by a malicious copy.
The infected app was discovered and removed on 6 May.
In what Mr Frank called ""a case of extraordinarily bad luck"", he downloaded the malicious version of Handbrake and launched it ""without stopping to wonder why Handbrake would need admin privilegesâ€¦ when it hadn't before"".
""And that was that, my Mac was completely, entirely compromised in three seconds or less.""
The attacker then used his password to access other private files and copy the source code for several of Panic's products stored on the infected computer.
The theft was confirmed when Panic received an email containing some of the files and demanding a ransom for the return of the complete code.
""We're working on the assumption that there's no point in paying,"" Mr Frank wrote, saying that ""the attacker has no reason to keep their end of the bargain"".
The FBI is investigating the incident and Panic has been working with Apple to make sure that no malicious or fake versions of the apps get into the App Store.
""I feel like a monumental idiot for having fallen for this,"" Mr Frank admitted.
""It's a good reminder though â€” no matter how experienced you might be with computers, you're human and mistakes are easily made.""",The Mac and iOS software developer Panic has had the source code for several of its apps stolen.,39960721
"ComRes researchers for BBC Newsround interviewed 750 10- and 11-year-olds who will be taking Key Stage Two Sats tests this week.
More than half (59%) said they felt some pressure to do well while (28%) felt ""a lot of pressure"".
The government says the tests need not be stressful and rigorous testing helps raise standards in schools.
In the survey carried out last month, children were asked to pick a variety of words describing their mood in the run-up to the tests:
But most were not unduly distressed, with almost half (48%) saying they did not mind taking the tests and an additional 14% saying they enjoyed them.
Some of the more positive words children used to describe their feelings about tests were:
Only 10% said they hated taking exams.
But 32% said they worried more about schoolwork when they had tests coming up and 25% said they found it hard to concentrate.
Last Tuesday some parents kept their children off school in a day of protest about primary tests in England - and more than 40,000 signed a petition calling for a boycott.
The protest, organised by the Let Our Kids Be Kids campaign, complained of a damaging culture of over-testing, saying children are ""over-tested, over-worked and in a school system that places more importance on test results and league tables than children's happiness and joy of learning"".
They raised concerns about the impact of primary tests, so-called Sats tests, taken by seven-year-olds and 11-year-olds, which are being made more stretching with changes to the curriculum.
Natasha Devon, the government's former mental health champion for schools, whose job was axed last week, has also emphasised the level of mental strain being put on pupils by rigorous testing.
A Department for Education spokesman said the tests should not be stressful ""and we know that good schools manage them appropriately"".
The spokesman said that tests at the end of primary school ""help teachers understand how pupils are doing and identify where additional support is needed, as well as helping us make sure schools are doing well.
""They are a key part of making sure young people master the skills they need to reach their potential and succeed in life.
""As a government we recently asked young people what we could do to help them support their friends better. More than 1,700 young people gave their views and we will be investing Â£1.5m in peer support based on what they have told us.
""We have also worked with NHS England to trial a scheme to establish single points of contact for schools to make mental health support more joined up and readily available when it's needed.""","Nearly 90% of 10- and 11-year old pupils in England feel pressure to do well in tests, a survey suggests.",36229995
"Frances Cappuccini, 30, died after losing 2.3 litres of blood at Tunbridge Wells Hospital in Kent.
Obstetrics expert Dr David Bogod told the hearing the on-call consultant anaesthetist would be ""essential"".
He said he had looked into the case for three and a half years but still ""couldn't work out"" who that was.
Mrs Cappuccini, a primary school teacher, died several hours after giving birth to her second son Giacomo on 9 October 2012.
The inquest was told how after the surgery she had lost 1.7 litres of blood by 10:40 BST.
The family's lawyer Neil Sheldon asked Dr Bogod: ""It would appear nobody contacted the on-call consultant anaesthetist until 13:30 - do you find that surprising?""
Dr Bogod replied: ""What I find more surprising is I still don't know who the consultant anaesthetist was.""
Earlier in the week Mrs Cappuccini's husband Tom told the inquest she endured a 12-hour labour after hospital staff refused an elective Caesarean section.
On Wednesday senior registrar Gabriella Gray said the patient lost 2.3 litres of blood and she was twice alerted to stop the bleeding.
Dr Gray accepted no consultant obstetrician was with Mrs Cappuccini for a time between the alerts but said she considered the mother had had a stable blood flow.
The patient received one litre of fluid replacement despite losing more than two litres of blood. Dr Gray said she had not departed from trust guidelines.
At a trial last January, a locum consultant anaesthetist Errol Cornish was cleared of gross negligence manslaughter and Maidstone and Tunbridge Wells NHS Trust was cleared of corporate manslaughter.
The inquest, at Gravesend Old Town Hall, resumes on Monday.","Staff failed to contact an anaesthetic consultant for three hours after a woman gave birth by emergency Caesarean section, her inquest has heard.",38534548
"The 66-year-old, of Hackballscross in north County Louth, denies nine charges of failing to supply proper tax returns between 1996 and 2004.
The trial is expected to last up to three weeks.
If he is found guilty he could face up to five years in jail.
The trial is taking place before three judges in a non-jury court.",The prosecution has begun its opening statement in the trial of the prominent republican Thomas Slab Murphy at the Special Criminal Court in Dublin.,34473483
"Christopher John Hampton, of Fishponds, Bristol, has been remanded in custody and is due to appear at the city's magistrates' court on Monday.
Melanie, 17, was sexually assaulted and stabbed multiple times in her chest and back during the early hours of 9 June 1984.
Her body was found in front of garages near St Stephens Road.
Det Insp Julie Mackay, of Avon and Somerset Police, said: ""We've been keeping Melanie's family fully updated on the progress of this investigation and they're aware of this latest development.""",A 63-year-old man has been charged with the murder of teenager Melanie Road in Bath more than 30 years ago.,33395240
